,client_id,prof_id,job,months,description
1911,419,3,Главный агроном,40,"Составление бизнес-планов растениеводства, технологических карт возделывания сельскохозяйственных культур, расчет потребностей семян и т.д. Определение рациональной структуры посевных площадей Разработка системы севооборота и внесения удобрений Проведение и контроль качества полевых работ (5000 тыс. га) Применение средств защиты растений Прогноз получения новых сортов и гибридов сельскохозяйственных культур Оперативный анализ хозяйственной деятельности растениеводства Управление персоналом Участие в экономических расчетах для определения себестоимости сельхозпродукции."
1912,419,2,агроном отделения,123,"агроном отделения Изучение и внедрение передовых методов возделывания полевых культур. Организация работ по подготовке почвы к посеву и посадке. Контроль за полевыми работами. Составление технологических карт. Осуществление контроля за подготовкой семян и посадочного материала. Ведение переговоров и подготовка проектов договоров на приобретение семян растений, удобрений и СЗР. Контроль выполнения работ по сбору, транспортировке к местам хранения собранного урожая. Ведение сопроводительной документации. Обязанности: Изучение и внедрение передовых методов возделывания полевых культу Организация работ по подготовке почвы к посеву и посадке Осуществление контроля за подготовкой семян и посадочного материала Ведение переговоров и подготовка проектов договоров на приобретение семян растений, удобрений и СЗР Контроль выполнения работ по сбору, транспортировке к местам хранения собранного урожая"
1913,419,1,рисовод-агроном,42,": Изучение и внедрение передовых методов возделыва риса. Организация работ по подготовке почвы к посеву и посадке. Осуществление контроля за подготовкой семян и посадочного материала. Составление технологических карт. Контроль полевых работ непосредствено в поле. Контроль выполнения работ по сбору, транспортировке к местам хранения собранного урожая."
1914,420,3,Агроном-агрохимик,10000,"Закрытый грунт, малообъемный субстрат, светокультура. Контроль за подготовкой семян и посадочного материала, контроль поливного раствора, весовой контроль, стратегия поливов, контроль за наведением питательного раствора, расчет питательного раствора."
1915,420,2,Старший администратор,4,"Встреча клиентов, консультирование по товарам и услугам центра, работа с 1С:предприятие, контроль за поставками товаров, составление графиков работы уборщиц, администраторов, взаимодействие с рекламными агентствами и СМИ, администрирование сайта и соц.сетей."
1916,420,1,Агроном -стажер,4,"Участие в закладке полевых опытов, проведение учетов, обработка и анализ полученных данных, оценка засоренности посевов, определение поражений вредителями и болезнями (+обработка ХСЗР), подготовка ко дню поля. (Имеется характеристика)."
1917,421,1,Подсобный рабочий,10000,"легко обучаем, работа на погрузчиках, их ремонт и т.д."
1918,422,10,Дежурный по залу железнодорожного вокзала,10000,"Работа в зале , работа с документами ."
1919,422,9,Водитель-механик,10000,"Работа с бригадой скорой помощи, и документацией"
1920,422,8,Водитель автобуса,4,Перевозка пассажиров
1921,422,7,Мастер-прораб,13,"обеспечивает выполнение заданий по вводу объектов в эксплуатацию в установленные сроки, организует производство, обеспечивает соблюдение норм и правил техники безопасности и технологии производства, ведёт учёт выполненных работ, оформляет техническую документацию, участвует в сдаче объектов в эксплуатацию"
1922,422,6,Механик,3,"Должностные обязанности. Обеспечения без перебойной работы Авто транспорта .Обеспечивает безаварийную и надежную работу всех видов оборудования, их правильную эксплуатацию, своевременный качественный ремонт и техническое обслуживание, проведение работ по его модернизации и повышение экономичности ремонтного обслуживания оборудования. Осуществляет технический надзор за состоянием и ремонтом защитных устройств на механическом оборудовании.Организует подготовку календарных планов (графиков) осмотров, проверок и ремонта оборудования, заявок на централизованное выполнение капитальных ремонтов, на получение необходимых для планово-предупредительных и текущих ремонтов материалов, запасных частей, инструмента и т.п., составление паспортов на оборудование, спецификаций на запасные части и другой технической документации. Организует учет всех видов оборудования, а также отработавшего амортизационный срок и морально устаревшего, подготовку документов на их списание."
1923,422,5,Торговый представитель отдела продаж.,20,"• Работа на закрепленной территории. • Ежедневное посещение закрепленных торговых точек. • Привлечение к сотрудничеству новых клиентов. • Работа с существующими клиентами. • Обеспечение необходимой дистрибуции в торговых точках. • Проведение мерчендайзинговой активности в торговых точках. • Ежедневная отчетность в 1С. • Еженедельная аналитика эффективности работы закрепленных клиентов. • Ежемесячное достижение ключевых показателей эффективности. • Заключение договоров,контроль дебиторской задолженности."
1924,422,4,Инженер-механик.,82,"• Обеспечения без перебойной работы автотранспорта.Обеспечения методическое и техническое руководство, контроль за работой служб связанных с эксплуатацией. • Предотвращение сбоя производства. • Выполнение в установленные сроки плановых заданий по ремонту и техническому обслуживанию техники и оборудования, обслуживаемого технической службой. • Устранение аварийных ситуаций на оборудовании, проведение испытаний и сдачи в эксплуатацию."
1925,422,3,Механик,38,"Ведение документации , разъезд по рабочим объектам ."
1926,422,2,Директор автошколы,25,"Работа со студентами вуза поступивших в Авто школу . Принёс прибыль в бюджет вуза ,около трёх миллионов рублей."
1927,422,1,Персональный водитель руководителя,25,Сопровождение
1928,423,4,Ветеринарный врач,15,"Вакцинация нетелей и дойного стада, гинекология, мастит, постановка диагноза и терапия изолированныз животных, работа с родильным отделением."
1929,423,3,Ветеринарный врач,28,"осмотр животных и диагностирование их болезней и повреждений, назначение лечения, выполнение, либо осуществление контроля выполнения,терапевтическое и хирургическое лечение животных,ветеринарные мероприятия по предупреждению заболеваний и падежа животных."
1930,423,2,Преддипломная практика\Ветеринарный врач,4,Осмотр и лечение телят и ремонтного молодняка.
1931,423,1,Помощник ветеринарного врача,6,Профилактика и лечение заболеваний крс различной этиологии.
1932,424,1,"Ветеринарный врач,Гл Ветеринарный врач,Гл Зоотехник,зам Управляющего.",10000,"Сохранность,профилактика,вскрытие павшей птицы и животных , постановка диагноза , лечение, гинекология,кормление,микроклимат .Общее руководство коллективом,отчетность."
1933,425,1,"Водитель, Инженер- Механик",78,"Планирование транспорта на ремонт, закупка запчастей, снятие и постановка на учет в ГИБДД, ежемесячный учет расхода топлива автомашин.,заказ и закупка запасных частей Обеспечение работы автотранспорта без простоев. Транспортная логистика. Исполнительно-распорядительная деятельность в компании. Контроль за выпуском на линию технически исправной техники, проверка работы водителей на линии. Организация технического обслуживания и ремонта подвижного состава, контроль за проведением регулярных тех. обслуживания (ТО-1, ТО-2). Работа с документацией. Материально-техническое снабжение компании. Покупка и ввод в эксплуатацию нового подвижного состава, взаимодействие с ГИБДД, Страховыми компаниями. Подбор, адаптация и мотивация рабочего персонала. Управление коллективом."
1934,426,2,"заведующий отделением(фермой), Главный ветеринарный врач",9,"Контроль выполнения схем кормления, вакцинации. Разработка схем лечения, улучшения производственных показателей, условий содержания и кормления."
1935,426,1,Заведующий противоэпизоотологическим отделом,12,"Составление и выполнение планов противоэпизоотической работы. Лечение животных (коровы, свиньи, коты, собаки)"
1936,427,5,мастер призводственного участка,6,организация и контроль основных видов работ в растениеводстве
1937,427,4,Мастер производственного участка,24,мастер производственного участка ООО «Лузинское зерно» Группа предприятий «Омский бекон». и продуктов его переработки. Функциональные обязанности: организация и контроль качества основных видов работ в растениеводстве.
1938,427,3,начальник отдела,9,"начальник отдела защиты растений. ФГУ «Россельхозцентр по Омской области» Функциональные обязанности: мониторинг фитосанитарной обстановки в Омской области, отчетность в «Россельхозцентр» г. Москва, минсельхоз по Омской области. Разработка мер, рекомендаций по борьбе с сорными, карантинными растениями, вредителями, болезнями с/х культур. Совместная работа с коллегами из Казахстана."
1939,427,2,ведущий агроном,24,"Опыт работы: 04.2008г.- 03.2010г. - ведущий агроном Аграрно-промышленная компания «Титан» г. Омск. Сфера деятельности компании: производство зерна и его переработка, производство молока. Функциональные обязанности: составление тех. карт возделывания с/х культур, расчет потребности семян и т. д. Определение рациональной структуры посевных площадей, разработка системы севооборота и внесения удобрений, проведение и контроль качества полевых работ, применение СХЗР, проведение фитосанитарного анализа, разработка и внедрение мероприятий по борьбе с сорняками, вредителями и болезнями с/х культур, контроль за первичной обработкой зерна и его хранением, организация и контроль производства грубых, сочных, комбинированных кормов для животноводства (КРС), управление персоналом."
1940,427,1,Механик по ремонту сх техники и оборудования,26,"организация и контроль за проведением плановых, внеплановых ремонтов,ТО тракторов,комбайнов и сельскохозяйственного оборудования"
1941,428,5,Бригадир смены,10000,"Ремонтная служба, ремонт кузнечно-штамповочного, дробометного оборудования, пил, станков, вентиляции"
1942,428,4,Мастер СМР,12,Строительство подстанций ХМАО
1943,428,3,Дежурный электромонтер,48,"Обслуживание электрооборудования, газопоршневых генераторов ""Caterpiller"""
1944,428,2,Мастер Челябинского участка,62,"Ремонт оборудования цеха станки, сварочные аппараты, организация работ по нарядам-допускам на энергообьектах с кранами, ГПМ, огневыми работами. Руководство коллективом 15 чел."
1945,428,1,Начальник участка по ремонту и обслуживанию оборудования,19,"Ремонт средний и малый станков с ЧПУ, гильотин ,прессов, металлообрабатывающих станков, фрезерных, токарных, карусельных, расточных т.д. до 200 видов, отв. за электрохозяйство 10-0.4кВ"
1946,429,4,Ветеринарный консультант по работе с АПК,10000,"Ведение переговоров. Прямой контакт с ветеринарным врачом/зоотехником для внедрения в схемы лечения ветеринарных препаратов, представителем которых я являюсь. Выявление проблематики в с/х, конструктивные предложения по снижению трудозатрат, выбраковки молока и мяса, экономических потерь, а так же эффективное сохранение первотелок отела. Умение убеждать руководство с/х в необходимости проведения профилактических и лечебных мероприятий,невзирая на стоимость препаратов. Презентация новинок и увеличение ветеринарных препаратов в аптеке врача. Поиск новых клиентов, увеличение АКБ."
1947,429,3,Ветеринарный врач,10000,"Прием, осмотр, назначение лечения домашним животным. Вакцинация. Хирургическое вмешательство."
1948,429,2,Главный ветеринарный врач,25,"Работа с КРС.Лечение и профилактика заболеваний дойного стада и молодняка. Увеличение удоев без выбраковки молока, повышение качества и сортности молока. Снижение соматики. Организация заказов и доставки ветеринарных препаратов, составление схем лечения, контроль карантинной зоны, обработка помещений (дезинфекция, дератизация, дезинсекция). Своевременная дегельминтизациия, плановая вакцинация , искуственное осеменение и ректальные исследования. Обезвоживание, обработка копыт и профилактика копытной гнили. Взятия биоматериалов на исследования. Сопроводительные документы на продукцию."
1949,429,1,Специалист по продвижению услуг,40,Продажа и продвижение товаров и услуг компании.
1950,430,1,Главный агроном,10000,"Выращивание зерновых, зернобобовых и масличных культур."
1951,431,1,Начальник автохозяйства,61,"Разработка графиков планово-предупредительных ремонтов механизмов и автотранспорта на участке и контроль их выполнения. Обеспечение правильной технической эксплуатации и бесперебойной работы, оборудования и автотранспорта, работающего на участках и других объектах предприятия. Организация и ведение правильного учета ГСМ, з/ч и т.д. Координация работы водителей, ознакомление с ведением отчетной документации, определение проф.пригодности водителей. Опыт работы начальником транспортного цеха,механиком по ремонту и эксплуатации автотракторной техники. в.о. по специальности Инженер-механик. Знание устройства авто. на базе ""Камаз"" Evro-2, 3 ГаЗ все модификации. - управление автотранспортным цехом (86 человек, 96 ед. техники); - организация транспортного обеспечения работы отделов и служб предприятия; - проведение планирования эксплуатации (использования) автотранспорта предприятия; - организация мероприятий по выпуску автотранспорта в рейс и возвращения; -организация учёта автотранспорта и его пробега, расхода ГСМ, запасных частей, расходных материалов, а так же их правильное и своевременное списание; - организация работы с органами ГИБДД; - организация и проведение страхования автотранспорта. -организация и проведение работ по эксплуатации и ремонту (обслуживанию) автомобильной и специальной техники; - безаварийное вождение 15 лет; - водительский стаж с 2000 года (15 лет); - водительское удостоверение категорий «В», «С», - проведение ремонтных работ автомобилей в полевых условиях; - опыт вождения отечественных автомобилей и иномарок (АКПП, механика); - соблюдение конфиденциальности; - опыт поездок на дальние расстояния; - техническая грамотность; - пользователь PC: WinXP, Word, Excel."
1952,432,4,Менеджер по продажам,6,• Работа с клиентами в клубе и по телефону • Презентация клуба • Работа с возражениями • Оформление рассрочек через банк • Поддержание существующей базы клиентов • Выполнение плановых показателей • Постоянное увеличение своих продаж.
1953,432,3,Менеджер по работе с клиентами,18,"•Продажа мобильных устройств и аксессуаров •Консультирование Клиентов •Постоянное увеличение своих продаж. •Подключение и обслуживание абонентов «МегаФон» •Решение организационных вопросов (открытие, закрытие салона‚ ведение отчетности по продажам‚ выкладка нового товара и т.д.)"
1954,432,2,Комплектовщик,37,"Сбор заказа по накладным, собирал заказы без пересортов"
1955,432,1,Лаборант,12,Уход за опытным полем СПбГАУ
1956,433,1,"агроном-агрохимик,микробиолог",37,"агрохим.анализ с\х продукции,кормов. Микробиологический анализ консервной продукции, гигиена приозводства"
1957,434,4,Инженер-механик,13,"Обеспечение исправности техики, обеспечение документации"
1958,434,3,Инженер пл эксплуатации техники,11,"Выпуск техники на линию, обеспечение документации для эксплуатации техники"
1959,434,2,Механик,12,Обеспечение ремонта и выпуск техники на линию
1960,434,1,инженер по сервису,11,Обеспечение ремонта и выпуск техники на линию
1961,435,4,Региональный торговый представитель,10,"Торговля СЗР, семенами, удобрениями. Учеба агрономов."
1962,435,3,Главный агроном,46,Организация работ на опытной станции. Площадь земли 2900 га. Разработка технологических карт.
1963,435,2,Заведующий лабораторией растениеводства,50,"Организация работы в лаборатории, ведение опытов, написание отчетов, учеба агрономов по хозяйствам и на совещаниях."
1964,435,1,Младший научный сотрудник,39,"Ведение опытов по озимой пшенице, яровому ячменю, кукурузе, подсолнечнику."
1965,436,7,Наладчик КИПиА,10000,…
1966,436,6,Сервисный инженер,3,…
1967,436,5,Инженер реализации проектов,2,"Участие в энергетическом обследовании объектов энергосервиса, подготовка и оформление исполнительной документации по результатам обследований. Взаимодействие с энергоснабжающими организациями, представителями муниципалитетов по сбору информации для разработки энергосберегающих мероприятий. Участие в разработке энергосберегающих мероприятий подготовка предложений по их реализации. Контроль работы подрядных организаций по энергосберегающим проектам. Приемка и передача выполненных по проектам работ и исполнительной документации. Работа по гарантийному обслуживанию и техническому сопровождению реализованных проектов в соответствии с договорами. Определение объемов потребления энергетических ресурсов и достигнутой экономии за отчетный период, выявление факторов влияющих на экономию."
1968,436,4,Инженер-энергетик,30,"Ответственность за планирование и бесперебойную поставку энергоресурсов в Обществе. Организация и контроль техническую эксплуатацию и своевременный ремонт энергетического оборудования и энергосистем. Контроль и оптимизация расхода энергоресурсов и денежных средств на ремонт и обслуживание энергооборудования. Организация работ по реконструкции, модернизации и вводу в эксплуатацию электроэнергетического оборудования производства, а также вывод из эксплуатации. Внедрение системы бережливого производства. Ответственность за наличие необходимых данных в 1С БСХП и 1С Документооборот. Контроль организации ведения НТД при эксплуатации энергооборудования, обеспечение укомплектованности, подбору, мотивации, обучению и аттестации электротехнического и электротехнологического персонала."
1969,436,3,Главный энергетик,5,"Обеспечение бесперебойного функционирования электрохозяйства. Обеспечение бесперебойной работы, правильной эксплуатации, своевременности ремонта и модернизации энергетического оборудования, электрических сетей. Определение потребности в энергетических ресурсах, подготовка необходимого обоснования технического перевооружения, развития энергохозяйства, реконструкции и модернизации систем энергоснабжения. Составление заявок приобретения оборудования, материалов, запасных частей, необходимых для эксплуатации энергохозяйства, выполнение расчетов с необходимыми обоснованиями мероприятий по экономии энергоресурсов, потребности в электрической энергии, участие в разработке норм их расхода, режима работы, исходя из потребностей в энергии."
1970,436,2,Инженер-энергетик,11,"Ответственность за планирование и бесперебойную поставку энергоресурсов в Обществе. Организация и контроль техническую эксплуатацию и своевременный ремонт энергетического оборудования и энергосистем. Контроль и оптимизация расхода энергоресурсов и денежных средств на ремонт и обслуживание энергооборудования. Организация работ по реконструкции, модернизации и вводу в эксплуатацию электроэнергетического оборудования производства, а также вывод из эксплуатации. Внедрение системы бережливого производства. Ответственность за наличие необходимых данных в 1С БСХП и 1С Документооборот. Контроль организации ведения НТД при эксплуатации энергооборудования, обеспечение укомплектованности, подбору, мотивации, обучению и аттестации электротехнического и электротехнологического персонала."
1971,436,1,Электромонтёр,25,"Оперативное обслуживание электроустановок 6/0,4 кВ. Регулировка реле, приборов, частотных преобразователей. Обслуживание контакторов, пускателей, автоматических выключателей и другого электрооборудования. Выполнение связанных с обслуживанием электрооборудования слесарных работ."
1972,437,6,Ветеринарный врач,10000,"Диагностика и сбор анамнеза состояния здоровья КРС, назначение и выписка лечебных процедур, исследование животных на выявление стельности и патологии внутренних органов. Организация работы по профилактике и выявлению бесплодия."
1973,437,5,Сельское хозяйство,7,Управляющий на комплексе
1974,437,4,"Ветеринарный врач, заведующий аптекой.",2,Работа с молодняком. Движение медикаментов!
1975,437,3,Водитель персональный,12,Командировки по региону( Удмуртия)
1976,437,2,водитель,13,Доставка сотрудников к месту возгорания.
1977,437,1,Менеджер по продажам ветеринарных препаратов,18,Участие в тендерах (свиноводческое направление) Формирование ценообразования Выявление потребностей потенциальных покупателей Создание клиентской базы
1978,438,2,мастер,10000,контролировать качество
1979,438,1,Главный агроном,10000,"хим обработка выращивание свеклы.зерновые ,соя, внедрение новых технологий и т,д"
1980,439,7,Менеджер по продажам,10000,"Заключение сделок, договоров, составление документаций, предложение позиций клиентам"
1981,439,6,Менеджер по работе с клиентами,10000,"В мае 2020 я со своими коллегами организовал команду по подбору автомобилей всех классов в любой точке России, и за рубежом. В данный момент команда полностью самостоятельна, и мне интересно получить дополнительный опыт"
1982,439,5,Мастер-приемщик,13,2 раза получал звание лучшего сотрудника
1983,439,4,Механик,7,"Повышение, до должности мастер приёмщик"
1984,439,3,Инженер сервисной службы,2,Обслуживание и ремонт с\х техники
1985,439,2,Слесарь- моторист,12,"Прием, ремонт двигателей: Д-240, Ямз-238,240"
1986,439,1,Инженер-контролер,41,"В мои обязанности входило: контроль за ремонтом спецтехники, оказание помощи при ремонте"
1987,440,1,Механик,16,"контроль за эксплуатацией и тех. состоянием спец. техники, за расходом материалов, зап/частей и ГСМ."
1988,441,16,Руководитель зооветслужбы,10000,Организация и контроль проведения зооветмероприятий...
1989,441,15,Зоотехник,6,"Организация производства,составление и корректировка рационов,планирование воспроизводства стада,помощь ветеринарам..."
1990,441,14,Водитель автотранспортного участка,11,Перевозка оборудования и людей
1991,441,13,зоотехник,20,"порядок и сплоченность в коллективе,здоровое поголовье,повысились за год удои на фуражную корову на 16 кг, привесы свиней возросли ,по-сравнению, с предыдущим годом на 150 гр."
1992,441,12,Ветеринар,9,"Профилактика заболеваний КРС, проведение ветеринарных мероприятий,ведение документации. Падеж телят профилакторного периода снизился на 87%, значительно уменьшились случаи поражения некробактериозом..."
1993,441,11,Сотрудник охраны,19,"Водитель охранник, охрана объектов, сопровождение грузов"
1994,441,10,Водитель такси,10,Частный извоз
1995,441,9,Слесарь-сборщик ПВХ,12,Сборка ПВХ конструкций
1996,441,8,Зоотехник-селекционер,16,"Ведение племучета, организация производства, работа с документацией....Привел в порядок всю документацию по племучету в хозяйстве...."
1997,441,7,Таксист,5,Услуги частного извоза
1998,441,6,Инженер спортивных сооружений,22,"Организация работы плотников, сантехников, проектирование и установка спортивный объектов..."
1999,441,5,"Продавец-консультант, торговый представитель",12,"Продажа аудио-видео техники,консультирование клиентов, поиск новых клиентов, покупателей; учет, приемка товаров..."
2000,441,4,Кладовщик-грузчик,13,"Отгрузка товаров со складов, принятие товаров, учет товаров"
2001,441,3,Электромонтер 2-го разряда,2,"Проверка работоспособности участков по электрооборудованию, устранение неполадок"
2002,441,2,Бригадир птицеводческой бригады,6,"Организация производства,ведение документации. Возрос порядок в коллективе,норма сбора яиц выросла на 10%.."
2003,441,1,Резервный сторож (ВОХР),8,Охрана объектов
2004,442,3,Индивидуальный предприниматель,10000,Продажа зерновых культур; Строительство инженерных сетей и коммуникаций.
2005,442,2,Региональный менеджер по продажам сельско-хозяйственной техники,7,"- Поиск потенциальных клиентов, холодные звонки; - Составление/рассылка коммерческих предложений, презентаций, брошюр; - Разработка и проведение презентаций продукции; - Проведение переговоров с клиентами-компаниями с последующим заключением договоров о поставках; - Поддержание наработанной клиентской базы; - Ведение первичной отчетности, контроль документооборота."
2006,442,1,Специалист по заказ-нарядам; Мастер-приёмщик,41,"- Оформление акта приемки-передачи транспортного средства, узла или агрегата; - Размещение объекта заказа наряда (далее ОЗН) в зоне ожидания ремонта, передача ОЗН на склад либо ответственному исполнителю; - Получение предварительного заказ-наряда от начальника цеха с указанием стоимости, сроков исполнения ремонта; - Согласование с заказчиком стоимости, сроков и условий проведения ремонтных работ; - Отслеживание исполнения заказ-наряда; - По окончанию ремонтных работ информирование об этом заказчика; - Открытие/Закрытие заказ-наряда в 1С ERP; - Ведение установленной формы отчетности, представление в установленном порядке информации о своей деятельности."
2007,443,7,Руководитель свиноводческой площадки,10000,Организация и контроль технологических процессов производства
2008,443,6,Руководитель площадки КРС,9,Организация и контроль технологических процессов производства
2009,443,5,Менеджер по продажам,2,"Работа с накопленной клиентской базой и наработка новых клиентов. Ведение переговоров; Построение отношений с клиентом; Сопровождение документооборота и контролировать хода сделки; Ведение CRM системы; Участие в конференциях, выставках; Анализировать и мониторинг рынка и др."
2010,443,4,Менеджер по продажам,1,"Работа с накопленной клиентской базой и наработка новых клиентов. Ведение переговоров; Построение отношений с клиентом; Сопровождение документооборота и контролировать хода сделки; Ведение CRM системы; Участие в конференциях, выставках; Анализировать и мониторинг рынка и др."
